Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM
614,75225,614-75225,Traffic Signal Face (12-12) (Install Only),0,EACH
614,75226,614-75226,Traffic Signal Face (12) (Install Only),0,EACH
614,75324,614-75324,Traffic Signal Face (8-8-8) (Install Only),0,EACH
614,75328,614-75328,Traffic Signal Face (12-8-8) (Install Only),0,EACH
614,75332,614-75332,Pedestrian Signal Face (16-16) (Install Only),0,EACH
614,75336,614-75336,Traffic Signal Face (12-12-12) (Install Only),0,EACH
614,75432,614-75432,Traffic Signal Face (8-8-8-8) (Install Only),0,EACH
614,75436,614-75436,Traffic Signal Face (12-8-8-8) (Install Only),0,EACH
614,75440,614-75440,Traffic Signal Face (12-12-8-8) (Install Only),0,EACH
614,75448,614-75448,Traffic Signal Face (12-12-12-12) (Install Only),0,EACH
614,75548,614-75548,Traffic Signal Face (12-12-8-8-8) (Install Only),0,EACH
614,75552,614-75552,Traffic Signal Face (12-8-8-12-12) (Install Only),0,EACH
614,75560,614-75560,Traffic Signal Face (12-12-12-12-12) (Install Only),0,EACH
614,75840,614-75840,Traffic Signal Controller (Install Only),0,EACH
614,75841,614-75841,Traffic Signal Controller (Type 170) (Install Only),0,EACH
614,75848,614-75848,Traffic Signal Controller and Cabinet (Install Only),0,EACH
614,75855,614-75855,Traffic Signal Controller Cabinet (Install Only),0,EACH
614,75858,614-75858,Pedestal Pole (1 Meter) (Install Only),0,EACH
614,75860,614-75860,Pedestrian Push Button (Install Only),0,EACH
614,75865,614-75865,Pedestrian Interval Timer (Install Only),0,EACH
614,75866,614-75866,Fire Preemption Unit and Timer (Install Only),0,EACH
614,75867,614-75867,Railroad Preemption Unit (Install Only),0,EACH
614,75868,614-75868,Fire Preemption Unit (Install Only),0,EACH
614,75869,614-75869,Fire Preemption Unit Emitter (Furnish Only),0,EACH
614,75870,614-75870,Coordination Unit (Install Only),0,EACH
614,75875,614-75875,Loop Detector Wire (Install Only),0,LF
614,75877,614-75877,Loop Detector Wire Prefabricated (Special) (Install Only),0,LF
614,75880,614-75880,Traffic Signal Vehicle Detector Amplifier (Loop Type) (Insta,0,EACH
614,75881,614-75881,Traffic Signal Detector Amplifier (Loop Type) (Install Only),0,EACH
614,75882,614-75882,Traffic Signal Vehicle Detector (Magnetic Type) (Install Onl,0,EACH
614,75883,614-75883,Traffic Signal Detector (Micro Type) (Install Only),0,EACH
614,75890,614-75890,Span Wire Cable (Install Only),0,LF
614,75891,614-75891,Telephone Interconnect Wire (Install Only),0,LF
614,75892,614-75892,Power Feed Wire (Install Only),0,LF
614,76000,614-76000,Wildlife Detection System,0,L S
614,79112,614-79112,Traffic Signal Face (300) (Furnish Only),0,EACH
614,79217,614-79217,Pedestrian Signal Face (16) (Furnish Only),0,EACH
614,79218,614-79218,Pedestrian Signal Face (9-9) (Furnish Only),0,EACH
614,79224,614-79224,Pedestrian Signal Face (12-12) (Furnish Only),0,EACH
614,79225,614-79225,Traffic Signal Face (12-12) (Furnish Only),0,EACH
614,79324,614-79324,Traffic Signal Face (8-8-8) (Furnish Only),0,EACH
614,79328,614-79328,Traffic Signal Face (12-8-8) (Furnish Only),0,EACH
614,79332,614-79332,Pedestrian Signal Face (16-16) (Furnish Only),0,EACH
614,79336,614-79336,Traffic Signal Face (12-12-12) (Furnish Only),0,EACH
614,79432,614-79432,Traffic Signal Face (200-200-200-200) (Furnish Only),0,EACH
614,79436,614-79436,Traffic Signal Face (12-8-8-8) (Furnish Only),0,EACH
614,79440,614-79440,Traffic Signal Face (12-12-8-8) (Furnish Only),0,EACH
614,79448,614-79448,Traffic Signal Face (12-12-12-12) (Furnish Only),0,EACH
614,79548,614-79548,Traffic Signal Face (300-300-200-200-200) (Furnish Only),0,EACH
614,79552,614-79552,Traffic Signal Face (12-8-8-12-12) (Furnish Only),0,EACH
614,79560,614-79560,Traffic Signal Face (12-12-12-12-12) (Furnish Only),0,EACH
614,79840,614-79840,Traffic Signal Controller (Furnish Only),0,EACH
614,79855,614-79855,Traffic Signal Controller Cabinet (Furnish Only),0,EACH
614,79858,614-79858,Pedestal Pole (3 Foot 6 Inch) (Furnish Only),0,EACH
614,79860,614-79860,Pedestrian Push Button (Furnish Only),0,EACH
614,79865,614-79865,Pedestrian Interval Timer (Furnish Only),0,EACH
614,79866,614-79866,Fire Preemption Unit and Timer (Furnish Only),0,EACH
614,79867,614-79867,Fire Preemption Unit and Timer,0,EACH
614,79870,614-79870,Coordination Unit (Furnish Only),0,EACH
614,79875,614-79875,Loop Detector Wire (Furnish Only),0,LF
614,79876,614-79876,Loop Detector Wire (Prefabricated) (Special) (Furnish Only),0,LF
614,79878,614-79878,Traffic Signal Vehicle Detector Amplifier (Loop Type) (4 Cha,0,EACH
614,79879,614-79879,Signal Cable (Furnish Only),0,LF
614,79880,614-79880,Traffic Signal Vehicle Detector Amplifier (Loop Type) (Furni,0,EACH
614,79882,614-79882,Traffic Signal Vehicle Detector (Magnetic Type) (Furnish Onl,0,EACH
614,79885,614-79885,Traffic Signal Vehicle Detector (Micro Type) (Furnish Only),0,EACH
614,79886,614-79886,Intersection Detection System (Camera) (Furnish Only),0,EACH
614,79887,614-79887,Intersection Detection System (Camera) (Install Only),0,EACH
614,79890,614-79890,Span Wire Cable (Furnish Only),0,LF
614,79891,614-79891,Telephone Interconnect Wire (Furnish Only),0,LF
614,79892,614-79892,Power Feed Wire (Furnish Only),0,LF
614,79896,614-79896,Controller Interface Unit (Furnish Only),0,EACH
614,80000,614-80000,Flashing Beacon,0,EACH
614,80001,614-80001,Flashing Beacon (Solar Powered),0,EACH
614,80002,614-80002,Flashing Beacon (Install Only),0,EACH
614,80003,614-80003,Rectangular Rapid Flashing Beacon,0,EACH
614,80006,614-80006,Surface Condition Analyzer,0,EACH
614,80009,614-80009,Surface Condition Analyzer (Furnish Only),0,EACH
614,80010,614-80010,Travel Time Indicator,0,EACH
614,80020,614-80020,Travel Time Indicator (Install Only),0,EACH
614,80300,614-80300,Flagger Platform,0,EACH
614,80305,614-80305,Flagging Station Light,0,EACH
614,80311,614-80311,Barricade (Type 3 F-A),0,EACH
614,80312,614-80312,Barricade (Type 3 F-B),0,EACH
614,80313,614-80313,Barricade (Type 3 F-C),0,EACH
614,80314,614-80314,Barricade (Type 3 F-D),0,EACH
614,80321,614-80321,Barricade (Type 3 M-A),0,EACH
614,80322,614-80322,Barricade (Type 3 M-B),0,EACH
614,80323,614-80323,Barricade (Type 3 M-C),0,EACH
614,80324,614-80324,Barricade (Type 3 M-D),0,EACH
614,80331,614-80331,Barricade (Type 3 F-A) (Temporary),0,EACH
614,80332,614-80332,Barricade (Type 3 F-B) (Temporary),0,EACH
614,80333,614-80333,Barricade (Type 3 F-C) (Temporary),0,EACH
614,80334,614-80334,Barricade (Type 3 F-D) (Temporary),0,EACH
614,80335,614-80335,Barricade (Type 3 M-A) (Temporary),0,EACH
614,80336,614-80336,Barricade (Type 3 M-B) (Temporary),0,EACH
614,80337,614-80337,Barricade (Type 3 M-C) (Temporary),0,EACH
614,80338,614-80338,Barricade (Type 3 M-D) (Temporary),0,EACH
614,80341,614-80341,Construction Traffic Sign (Panel Size A),0,EACH
614,80342,614-80342,Construction Traffic Sign (Panel Size B),0,EACH
614,80343,614-80343,Construction Traffic Sign (Panel Size C),0,EACH
614,80344,614-80344,Construction Traffic Sign (Special),0,SF
614,80350,614-80350,Vertical Panel,0,EACH
614,80351,614-80351,Vertical Panel (Plastic),0,EACH
614,80352,614-80352,Vertical Panel (Special),0,EACH
614,80353,614-80353,Vertical Panel (With Light) (Flashing),0,EACH
614,80354,614-80354,Vertical Panel (With Light) (Steadyburn),0,EACH
614,80355,614-80355,Portable Message Sign Panel,0,EACH
614,80356,614-80356,Advance Warning Flashing or Sequencing Arrow Panel (A Type),0,EACH
614,80357,614-80357,Advance Warning Flashing or Sequencing Arrow Panel (B Type),0,EACH
614,80358,614-80358,Advance Warning Flashing or Sequencing Arrow Panel (C Type),0,EACH
614,80360,614-80360,Drum Channelizing Device,0,EACH
614,80363,614-80363,Drum Channelizing Device (With Light) (Flashing),0,EACH
614,80364,614-80364,Drum Channelizing Device (With Light) (Steadyburn),0,EACH
614,80370,614-80370,Concrete Barrier (Temporary),0,LF
614,80375,614-80375,Concrete Barrier (Temporary) (Install Only),0,LF
614,80378,614-80378,Glare Screen (Temporary),0,LF
614,80380,614-80380,Traffic Cone,0,EACH
614,80383,614-80383,Traffic Cone (Tubular),0,EACH
614,80385,614-80385,Rumble Strip,0,LF
614,80386,614-80386,Rumble Strip (Special),0,LF
614,80387,614-80387,Rumble Strip (Grinding),0,LF
614,80388,614-80388,Flexible Pavement Marker (Temporary),0,EACH
614,80390,614-80390,Raised Pavement Marker (Temporary),0,EACH
614,80391,614-80391,Rumble Strip (Grinding)(Asphalt),0,LF
614,80392,614-80392,Rumble Strip (Grinding)(Concrete),0,LF
614,80395,614-80395,Rumble Strip (Special),0,LF
614,80401,614-80401,Delineator (Type I) (Temporary),0,EACH
614,80402,614-80402,Delineator (Type II) (Temporary),0,EACH
614,80403,614-80403,Delineator (Type III) (Temporary),0,EACH
614,80510,614-80510,Mobile Pavement Marking Zone,0,L S
614,80520,614-80520,Mobile Pavement Marking Zone,0,DAY
614,81000,614-81000,Traffic Signal-Light Pole Steel,0,EACH
614,81005,614-81005,Traffic Signal-Light Pole Steel (Furnish Only),0,EACH
614,81010,614-81010,Traffic Signal-Light Pole Steel (1 Mast Arm),0,EACH
614,81011,614-81011,Traffic Signal-Light Pole Steel (1 Mast Arm) (Install Only),0,EACH
614,81012,614-81012,Traffic Signal-Light Pole Steel (2 Mast Arm) (Install 0nly),0,EACH
614,81015,614-81015,Traffic Signal-Light Pole Aluminum (1 Mast Arm),0,EACH
614,81020,614-81020,Traffic Signal-Light Pole Steel (2 Mast Arm),0,EACH
614,81022,614-81022,Traffic Signal-Light Pole Steel (2 Mast Arm) (Special),0,EACH
614,81025,614-81025,Traffic Signal-Light Pole Aluminum (2 Mast Arm),0,EACH
614,81030,614-81030,Traffic Signal-Light Pole Steel (3 Mast Arm),0,EACH
614,81115,614-81115,Traffic Signal Light Pole Steel (1-15 Foot Mast Arm),0,EACH
614,81120,614-81120,Traffic Signal-Light Pole Steel (1-20 Foot Mast Arm),0,EACH
614,81125,614-81125,Traffic Signal-Light Pole Steel (1-25 Foot Mast Arm),0,EACH
614,81130,614-81130,Traffic Signal-Light Pole Steel (1-30 Foot Mast Arm),0,EACH
614,81135,614-81135,Traffic Signal-Light Pole Steel (1-35 Foot Mast Arm),0,EACH
614,81140,614-81140,Traffic Signal-Light Pole Steel (1-40 Foot Mast Arm),0,EACH
614,81145,614-81145,Traffic Signal-Light Pole Steel (1-45 Foot Mast Arm),0,EACH
614,81150,614-81150,Traffic Signal-Light Pole Steel (1-50 Foot Mast Arm),0,EACH
614,81155,614-81155,Traffic Signal-Light Pole Steel (1-55 Foot Mast Arm),0,EACH
614,81160,614-81160,Traffic Signal Light Pole Steel (1-60 Foot Mast Arm),0,EACH
614,81165,614-81165,Traffic Signal-Light Pole Steel (1-65 Foot Mast Arm),0,EACH
614,81170,614-81170,Traffic Signal-Light Pole Steel (1-70 Foot Mast Arm),0,EACH
614,81175,614-81175,Traffic Signal-Light Pole Steel (1-75 Foot Mast Arm),0,EACH
614,81220,614-81220,Traffic Signal-Light Pole Steel (2-20 Foot Mast Arm),0,EACH
614,81230,614-81230,Traffic Signal-Light Pole Steel (2-30 Foot Mast Arm),0,EACH
614,81240,614-81240,Traffic Signal-Light Pole Steel (2-40 Foot Mast Arm),0,EACH
614,81250,614-81250,Traffic Signal-Light Pole Steel (2-50 Foot Mast Arm),0,EACH
614,81255,614-81255,Traffic Signal Light Pole Steel (2-55 Foot Mast Arm),0,EACH
614,81260,614-81260,Traffic Signal Light Pole Steel (2-60 Foot Mast Arm),0,EACH
614,81265,614-81265,Traffic Signal-Light Pole Steel (2-65 Foot Mast Arm),0,EACH
614,81275,614-81275,Traffic Signal-Light Pole Steel (2-75 Foot Mast Arm),0,EACH
614,81300,614-81300,Traffic Signal-Light Pole (Install Only),0,EACH
614,81301,614-81301,Traffic Signal-Light Pole (1 Mast Arm) (Install Only),0,EACH
614,81302,614-81302,Traffic Signal-Light Pole (2 Mast Arm) (Install Only),0,EACH
614,81303,614-81303,Traffic Signal-Light Pole Steel (3 Mast Arm) (Special),0,EACH
614,81310,614-81310,Traffic Signal-Light Pole Arm & Adaptor,0,EACH
614,81410,614-81410,Traffic Signal-Light Pole Steel (1 Mast Arm) (Furnish Only),0,EACH
614,81420,614-81420,Traffic Signal-Light Pole Steel (2 Mast Arm) (Furnish Only),0,EACH
614,81430,614-81430,Traffic Signal-Light Pole Steel (2 Mast Arm) (Special) (Furn,0,EACH
614,81515,614-81515,Traffic Signal-Light Pole Steel (2-15&20 Foot Mast Arm),0,EACH
614,81525,614-81525,Traffic Signal-Light Pole Steel (2-25&50 Foot Mast Arm),0,EACH
614,81535,614-81535,Traffic Signal-Light Pole Steel (2-35&40 Foot Mast Arm),0,EACH
614,81540,614-81540,Traffic Signal-Light Pole Steel (2-25&40 Foot Mast Arm),0,EACH
614,82010,614-82010,Traffic Signal Pole Steel (1 Mast Arm),0,EACH
614,82011,614-82011,Traffic Signal Pole Steel (1 Mast Arm) (Install Only),0,EACH
614,82015,614-82015,Traffic Signal Pole Steel (1 Mast Arm) (Special),0,EACH
614,82020,614-82020,Traffic Signal Pole Steel (2 Mast Arm),0,EACH
614,82025,614-82025,Traffic Signal Pole Steel (2 Mast Arm) (Special),0,EACH
614,82030,614-82030,Traffic Signal Pole Steel (3 Mast Arm),0,EACH
614,82100,614-82100,Traffic Signal Pole Aluminum,0,EACH
614,82110,614-82110,Traffic Signal Pole Aluminum (1 Mast Arm),0,EACH
614,82115,614-82115,Traffic Signal Pole Aluminum (1 Mast Arm) (Install Only),0,EACH
614,82120,614-82120,Traffic Signal Pole Aluminum (2 Mast Arm),0,EACH
614,82124,614-82124,Traffic Signal Pole Aluminum (2 Mast Arm) (Install Only),0,EACH
614,82210,614-82210,Traffic Signal Pole Metal (1 Mast Arm) (Special),0,EACH
614,82410,614-82410,Traffic Signal Pole Steel (1 Mast Arm) (Furnish Only),0,EACH
614,83000,614-83000,Traffic Signal Mast Arm Steel,0,EACH
614,83100,614-83100,Traffic Signal Mast Arm Aluminum,0,EACH
614,83200,614-83200,Traffic Signal Pole (Install Only),0,EACH
614,83300,614-83300,Traffic Signal Mast Arm (Install Only),0,EACH
614,83400,614-83400,Traffic Signal Mast Arm Steel (Furnish Only),0,EACH
614,84000,614-84000,Traffic Signal Pedestal Pole Steel,0,EACH
614,84005,614-84005,Traffic Signal Pedestal Pole Steel (Special),0,EACH
614,84100,614-84100,Traffic Signal Pedestal Pole Aluminum,0,EACH
614,84200,614-84200,Traffic Signal Pedestal Pole Aluminum (Install Only),0,EACH
614,84400,614-84400,Traffic Signal Pedestal Pole Steel (Furnish Only),0,EACH
614,84450,614-84450,Traffic Signal Pedestal Pole Steel (Install Only),0,EACH
614,84455,614-84455,Traffic Signal Pedestal Pole (Install Only),0,EACH
614,85001,614-85001,Impact Attenuator,0,EACH
614,85003,614-85003,Impact Attenuator (Low Maintenance),0,EACH
614,85005,614-85005,Impact Attenuator (Sand Barrel Array),0,EACH
614,85006,614-85006,Impact Attenuator (Sand Filled Plastic Barrel) (Temporary),0,EACH
614,85010,614-85010,Impact Attenuator (Guard Rail Energy Absorbing Terminal) (Co,0,EACH
614,85015,614-85015,Impact Attenuator (Guard Rail Energy Absorbing Terminal),0,EACH
614,85020,614-85020,Impact Attenuator (Guard Rail Energy Absorbing Terminal) (Fu,0,EACH
614,85025,614-85025,Impact Attenuator (Guard Rail Energy Absorbing Terminal) (In,0,EACH
614,85030,614-85030,Impact Attenuator (Sandwich System),0,EACH
614,85035,614-85035,Impact Attenuator (Sandwich System) (Furnish Only),0,EACH
614,85040,614-85040,Impact Attenuator (Truck Mounted Attenuator),0,EACH
614,85045,614-85045,Truck with Mounted Attenuator and Flashing Arrow Panel,0,EACH
614,85100,614-85100,Impact Attenuator (Crash-Cushion Attenuating Terminal),0,EACH
614,85115,614-85115,Impact Attenuator (Quadguard),0,EACH
614,85116,614-85116,Impact Attenuator (Quadguard) (Special),0,EACH
614,85120,614-85120,Impact Attenuator (Quadguard) (90 Inch),0,EACH
614,85125,614-85125,Impact Attenuator (Quadguard) (Wide),0,EACH
614,85130,614-85130,Impact Attenuator (Quadguard II),0,EACH
614,85145,614-85145,Impact Attenuator (REACT 350.4) (Tapered),0,EACH
614,85159,614-85159,Impact Attenuator (REACT),0,EACH
614,85165,614-85165,Impact Attenuator (REACT) (Wide),0,EACH
614,85200,614-85200,Raised Traffic Separator System,0,LF
614,85308,614-85308,Traffic Signal Span Wire Pole (8 Inch),0,EACH
614,85310,614-85310,Traffic Signal Span Wire Pole (10 Inch),0,EACH
614,85312,614-85312,Traffic Signal Span Wire Pole (12 Inch),0,EACH
614,85316,614-85316,Traffic Signal Span Wire Pole (16 Inch),0,EACH
614,85340,614-85340,Traffic Signal Span Wire Pole (Install Only),0,EACH
614,85358,614-85358,Traffic Signal-Light Span Wire Pole (8 Inch),0,EACH
614,85360,614-85360,Traffic Signal-Light Span Wire Pole (10 Inch),0,EACH
614,85362,614-85362,Traffic Signal-Light Span Wire Pole (12 Inch),0,EACH
614,85366,614-85366,Traffic Signal-Light Span Wire Pole (16 Inch),0,EACH
614,85400,614-85400,Traffic Signal Span Wire Pole (Tapered),0,EACH
614,85450,614-85450,Traffic Signal Span Wire Pole (Tapered) (Install Only),0,EACH
614,85475,614-85475,Traffic Signal Span Wire Pole (Furnish Only),0,EACH
614,85510,614-85510,Traffic Signal Span Wire Pole (10 Inch) (Furnish Only),0,EACH
614,85520,614-85520,Paint Traffic Signal Pole,0,EACH
614,86000,614-86000,Traffic Signal Controller (Master),0,EACH
614,86001,614-86001,Traffic Signal Controller (Master),0,L S
614,86002,614-86002,Spread Spectrum Radio,0,EACH
614,86003,614-86003,Spread Spectrum Radio (Contact Closure),0,EACH
614,86004,614-86004,Spread Spectrum Radio (Install Only),0,EACH
614,86005,614-86005,Telemetry (Master),0,L S
614,86006,614-86006,Telemetry (Master),0,EACH
614,86007,614-86007,Serial to IP Converter,0,EACH
614,86090,614-86090,Traffic Signal Repeater,0,EACH
614,86091,614-86091,Traffic Signal Repeater (Install Only),0,EACH
614,86101,614-86101,Wireless Mesh Router,0,EACH
614,86102,614-86102,Wireless Device Router,0,EACH
614,86103,614-86103,Wireless Router Controller,0,EACH
614,86105,614-86105,Telemetry (Field),3,EACH
614,86106,614-86106,Telemetry (Field)(Install Only),0,EACH
614,86110,614-86110,Telemetry (Furnish Only),0,EACH
614,86112,614-86112,Traffic Signal Controller (Furnish Only),0,EACH
614,86136,614-86136,Traffic Signal Controller (Electro-Mechanical) (Full-Actuate,0,EACH
614,86222,614-86222,Traffic Signal Controller (Solid State) (Semi-Actuated) (2 P,0,EACH
614,86223,614-86223,Traffic Signal Controller (Solid State) (Semi-Actuated) (3 P,0,EACH
614,86224,614-86224,Traffic Signal Controller (Solid State) (Semi-Actuated) (4 P,0,EACH
614,86225,614-86225,Traffic Signal Controller (Solid State) (Semi-Actuated) (5 P,0,EACH
614,86226,614-86226,Traffic Signal Controller (Solid State) (Semi-Actuated) (6 P,0,EACH
614,86228,614-86228,Traffic Signal Controller (Solid State) (Semi-Actuated) (8 P,0,EACH
614,86232,614-86232,Traffic Signal Controller (Solid State) (Full-Actuated) (2 P,0,EACH
614,86233,614-86233,Traffic Signal Controller (Solid State) (Full-Actuated) (3 P,0,EACH
614,86234,614-86234,Traffic Signal Controller (Solid State) (Full-Actuated) (4 P,0,EACH
614,86235,614-86235,Traffic Signal Controller (Solid State) (Full-Actuated) (5 P,0,EACH
614,86236,614-86236,Traffic Signal Controller (Solid State) (Full Actuated) (6 P,0,EACH
614,86237,614-86237,Traffic Signal Controller (Solid State) (Full Actuated) (7 P,0,EACH
614,86238,614-86238,Traffic Signal Controller (Solid State) (Full-Actuated) (8 P,0,EACH
614,86239,614-86239,Traffic Signal Controller (Solid State) (Full-Actuated) (12,3,EACH
614,86240,614-86240,Traffic Signal Controller (Type 170),0,EACH
614,86245,614-86245,Controller (Type 170E),0,EACH
614,86246,614-86246,Controller (Type 170E-HC11),0,EACH
614,86247,614-86247,Controller (Type 170E-HC11 W/W70SM Firmware),0,EACH
614,86248,614-86248,Traffic Signal Controller (Type 2070LC),0,EACH
614,86250,614-86250,Ramp Metering Controller,0,EACH
614,86255,614-86255,Ramp Metering Control System,0,L S
614,86300,614-86300,Traffic Signal Controller (Master) (Furnish Only),0,EACH
614,86522,614-86522,Traffic Signal Controller (Solid State) (Semi-Actuated) (2 P,0,EACH
614,86523,614-86523,Traffic Signal Controller (Solid State) (Semi-Actuated) (3 P,0,EACH
614,86532,614-86532,Traffic Signal Controller (Solid-State) (Full-Actuated) (2 P,0,EACH
614,86533,614-86533,Traffic Signal Controller (Solid State) (Full-Actuated) (3 P,0,EACH
614,86534,614-86534,Traffic Signal Controller (Solid State) (Full-Actuated) (4 P,0,EACH
614,86535,614-86535,Traffic Signal Controller (Solid State) (Full-Actuated) (5 P,0,EACH
614,86536,614-86536,Traffic Signal Controller (Solid State) (Full-Actuated) (6 P,0,EACH
614,86538,614-86538,Traffic Signal Controller (Solid State) (Full-Actuated) (8 P,0,EACH
614,86550,614-86550,Traffic Signal Controller (Solid State) (Full-Actuated) (8 P,0,EACH
614,86600,614-86600,Traffic Signal Controller (Master) (Install Only),0,EACH
614,86650,614-86650,Ramp Metering Controller (Furnish Only),0,EACH
614,86660,614-86660,Ramp Metering Controller (Install Only),0,EACH
614,86665,614-86665,Ramp Metering Controller Software,0,LS
614,86700,614-86700,Traffic Signal Equipment (Furnish Only),0,L S
614,86705,614-86705,Traffic Signal Equipment (Install Only),0,HOUR
614,86710,614-86710,Traffic Signal Equipment,0,L S
614,86715,614-86715,Traffic Signal Equipment,0,EACH
614,86720,614-86720,Mainline Weigh In Motion Sorter System,0,L S
614,86721,614-86721,Weigh-In-Motion (LED)(Single Faced),0,EACH
614,86722,614-86722,Weigh-In-Motion Station (Type II),0,L S
614,86732,614-86732,Weigh-In-Motion Station (Type II),0,EACH
614,86733,614-86733,Weigh-In-Motion Station (Type III),0,L S
614,86734,614-86734,Weigh-In-Motion Station (Type III),0,EACH
614,86735,614-86735,Weather Sensor,0,L S
614,86736,614-86736,Visibility Sensor,0,EACH
614,86737,614-86737,Surface Sensor,0,EACH
614,86738,614-86738,Sub-Surface Temperature Probe,0,EACH
614,86740,614-86740,Weather Monitoring System,0,L S
614,86741,614-86741,Weather Monitoring System,0,EACH
614,86748,614-86748,Controller (Type 2070),0,EACH
614,86749,614-86749,Weather Monitoring System (Install Only),0,L S
614,86750,614-86750,Weather Monitoring System (Furnish Only),0,L S
614,86752,614-86752,Fold-Over Tower (ITS),0,EACH
614,86754,614-86754,Maintenance of ITS Equipment,0,L S
614,86755,614-86755,Deicing System,0,L S
614,86756,614-86756,Anti-Icing System,0,L S
614,86757,614-86757,Deicing System,0,EACH
614,86758,614-86758,Anti-Icing System,0,SY
614,86759,614-86759,Anti-Icing Building,0,EACH
614,86760,614-86760,Sequential Pavement Lighting System,0,L S
614,86770,614-86770,Sequential Pavement Lighting Unit,0,EACH
614,86800,614-86800,Uninterrupted Power Supply,3,EACH
614,86900,614-86900,Modification of Traffic Signal Controller,0,EACH
614,86910,614-86910,Modification of Traffic Signal Controller (Master),0,EACH
614,86915,614-86915,Modify Traffic Signal Pole,0,EACH
614,86920,614-86920,Modification of Traffic Signal Controller Cabinet,0,EACH
614,87000,614-87000,Work Stations and Software,0,L S
614,87001,614-87001,Work Stations and Software,0,EACH
614,87006,614-87006,Fiber Optic Termination Panel  (6 Fiber),0,EACH
614,87010,614-87010,Fiber Optic Cable (Single Mode) (12 Fiber),0,LF
614,87011,614-87011,Fiber Optic Cable (Single Mode) (24 Fiber),0,LF
614,87012,614-87012,Fiber Optic Termination Panel  (12 Fiber),0,EACH
614,87015,614-87015,Buffer Tube Fan Out Kit,0,EACH
614,87020,614-87020,Optical Transceiver,0,EACH
614,87021,614-87021,Optical Transceiver (Install Only),0,EACH
614,87024,614-87024,Fiber Optic Termination Panel (24 Fiber),0,EACH
614,87025,614-87025,Optical Transceiver Chassis,0,EACH
614,87028,614-87028,Video Optical Transceiver,0,EACH
614,87030,614-87030,Four Channel Detector Card,0,EACH
614,87040,614-87040,Cable Innerduct (1 Inch),0,LF
614,87096,614-87096,Fiber Optic Termination Panel (96 Fiber),0,EACH
614,87100,614-87100,Automatic Traffic Recording Station,0,EACH
614,87144,614-87144,Fiber Optic Termination Panel (144 Fiber),0,EACH
614,87300,614-87300,Traffic Management System Building,0,EACH
614,87310,614-87310,Traffic Management System Building Equipment,0,L S
614,87312,614-87312,Traffic Management System Building Generator,0,L S
614,87314,614-87314,Traffic Management System Building HVAC,0,EACH
614,87315,614-87315,Software System,0,L S
614,87316,614-87316,Traffic Management System Building  UPS,0,EACH
614,87318,614-87318,Master Computer and Software,0,L S
614,87320,614-87320,Closed Circuit Television,0,EACH
614,87321,614-87321,Closed Circuit Television (Install Only),0,EACH
614,87325,614-87325,Closed Circuit Television Pole,0,EACH
614,87326,614-87326,CCTV Pole (Install Only),0,EACH
614,87330,614-87330,Remove and Relocate CCTV and Wiring,0,L S
614,87333,614-87333,Closed Circuit Television Camera (Traffic Surveillance),0,EACH
614,87335,614-87335,Video Matrix Switching System (Traffic Surveillance),0,EACH
614,87340,614-87340,Test and Support Equipment,0,L S
614,87350,614-87350,Test Fiber Optic Cable,0,L S
614,87360,614-87360,Control Center Upgrade,0,L S
614,87362,614-87362,Closed Circuit Television Pole with Lowering Device (40 Feet,0,EACH
614,87364,614-87364,Closed Circuit Television Pole with Lowering Device (50 Feet,0,EACH
614,87366,614-87366,Closed Circuit Television Pole with Lowering Device (60 Feet,0,EACH
614,87368,614-87368,Closed Circuit Television Pole with Lowering Device (70 Feet,0,EACH
614,87370,614-87370,Closed Circuit Television Pole with Lowering Device (80 Feet,0,EACH
614,87400,614-87400,Breakaway Tapered ITS Pole Steel (30 Feet),0,EACH
614,87401,614-87401,Fiber Optic Cable (Special),0,LF
614,87402,614-87402,Breakaway Tapered ITS Pole Steel (40 Feet),0,EACH
614,87404,614-87404,Breakaway Tapered ITS Pole Steel (50 Feet),0,EACH
614,87406,614-87406,Fiber Optic Cable (Single Mode) (6 Strands),0,LF
614,87407,614-87407,Fiber Optic Cable (Multi Mode) (6 Strands),0,LF
614,87411,614-87411,Fiber Optic Cable (Single Mode) (12 Strands) (Furnish Only),0,LF
614,87412,614-87412,Fiber Optic Cable (Single Mode) (12 Strands) (Install Only),0,LF
614,87413,614-87413,Fiber Optic Cable (Multi Mode) (12 Strands),0,LF
614,87424,614-87424,Fiber Optic Cable (Single Mode) (24 Strands),0,LF
614,87425,614-87425,Fiber Optic Cable (Multi Mode) (24 Strands),0,LF
614,87448,614-87448,Fiber Optic Cable (Single Mode) (48 Strands),0,LF
614,87449,614-87449,Fiber Optic Cable (Multi Mode) (48 Strands),0,LF
614,87472,614-87472,Fiber Optic Cable (S Mode)(72 S),0,LF
614,87473,614-87473,Fiber Optic Cable Termination Panel (72 Strand),0,EACH
614,87495,614-87495,Fiber Optic Cable (Single Mode) (96 Strands) (Install Only),0,LF
614,87496,614-87496,Fiber Optic Cable (Single Mode) (96 Strands),0,LF
614,87497,614-87497,Fiber Optic Cable (Multi Mode) (96 Stands),0,LF
614,87498,614-87498,Fiber Optic Cable (Single Mode) (144 Strands),0,LF
614,87499,614-87499,Fiber Optic Cable (Single Mode) (Install Only),0,LF
